price,bedrooms,bathrooms,sqft_living,floors,view,sqft_above,sqft_basement
249950.0,2.0,1.0,940,1.0,0,940,0
320000.0,3.0,2.0,1110,1.0,0,1110,0
305000.0,4.0,1.75,2200,1.5,0,1400,800
235750.0,2.0,1.0,740,1.0,0,740,0
657000.0,4.0,1.75,2740,1.0,2,1370,1370
385000.0,3.0,1.0,1250,1.0,0,1250,0
389950.0,4.0,2.5,3140,2.0,0,3140,0
150000.0,2.0,1.0,820,1.0,0,820,0
254500.0,4.0,2.75,2570,2.0,0,1720,850
555000.0,4.0,2.25,2350,1.0,0,1430,920
1075000.0,4.0,3.0,3600,1.0,4,2100,1500
245000.0,4.0,2.0,1580,1.0,0,1040,540
319950.0,2.0,1.0,1070,1.0,2,1070,0
337000.0,3.0,1.0,1070,1.0,0,1070,0
492000.0,4.0,2.0,1640,2.0,0,1640,0
1170000.0,3.0,2.75,2890,2.0,3,2830,60
348580.0,3.0,1.0,1220,1.0,0,1220,0
180000.0,2.0,1.0,1400,1.0,0,900,500
400000.0,3.0,1.0,1040,1.0,0,1040,0
295000.0,4.0,2.0,980,1.0,0,980,0
910000.0,4.0,3.25,3340,1.5,0,2240,1100
431500.0,3.0,3.5,1900,2.0,0,1430,470
180000.0,4.0,1.5,1740,1.0,0,1020,720
677000.0,3.0,2.0,2000,1.0,0,1100,900
1180500.0,3.0,1.75,1610,1.0,0,1090,520
635700.0,4.0,2.5,3240,1.0,0,1860,1380
482000.0,5.0,2.25,2230,1.0,0,1320,910
168000.0,2.0,2.5,1160,2.0,0,1160,0
805000.0,4.0,2.75,2410,1.0,0,1410,1000
398000.0,2.0,1.0,590,1.5,0,590,0
665000.0,4.0,2.5,2600,2.0,0,2600,0
592500.0,4.0,3.0,2170,1.0,0,1370,800
940000.0,4.0,2.75,2080,1.5,0,2080,0
655000.0,4.0,2.5,2860,2.0,0,2860,0
622500.0,4.0,2.5,2980,2.0,0,2980,0
380000.0,2.0,2.5,1230,2.0,0,1060,170
648360.0,4.0,1.75,2260,1.0,1,1130,1130
432000.0,3.0,2.75,2200,1.0,0,1100,1100
1050000.0,4.0,2.5,3030,1.5,0,3030,0
353250.0,2.0,1.0,1060,2.0,0,1060,0
320000.0,3.0,2.25,998,2.0,0,798,200
349900.0,4.0,2.5,2052,2.0,0,2052,0
330000.0,4.0,3.5,3150,2.0,0,3150,0
408000.0,3.0,2.25,1950,1.0,0,1950,0
321000.0,3.0,2.25,1347,3.0,0,1347,0
1051000.0,4.0,3.75,3860,2.5,0,3860,0
359000.0,3.0,1.5,1360,3.0,0,1360,0
300000.0,5.0,2.5,2760,2.0,0,2760,0
380000.0,5.0,3.5,2420,2.0,0,2420,0
660000.0,3.0,2.5,2450,2.0,0,2450,0
355000.0,3.0,2.25,1280,3.0,0,1280,0
259000.0,3.0,2.5,1550,2.0,0,1550,0
353000.0,1.0,1.0,550,2.0,0,550,0
430000.0,2.0,2.5,1520,2.0,0,1240,280
460000.0,3.0,1.0,1670,1.5,0,1170,500
80000.0,1.0,0.75,430,1.0,0,430,0
782000.0,4.0,2.5,2380,2.0,0,2380,0
218000.0,3.0,1.0,960,1.0,0,960,0
325000.0,3.0,1.0,1920,1.0,2,1120,800
902000.0,4.0,2.25,2530,1.0,0,1570,960
556000.0,5.0,2.5,3840,2.0,0,3840,0
662990.0,3.0,1.75,1240,1.5,0,1240,0
225000.0,2.0,1.0,1300,1.5,0,1300,0
439950.0,4.0,2.5,2380,2.0,0,2380,0
175000.0,2.0,1.0,1300,1.0,0,1300,0
306000.0,2.0,1.0,780,1.0,0,780,0
235000.0,4.0,2.5,1810,1.0,0,1230,580
399500.0,3.0,1.75,2420,2.0,0,2420,0
478000.0,3.0,1.0,1280,1.5,0,1280,0
515000.0,2.0,1.0,1680,1.0,0,1140,540
550000.0,3.0,2.5,2510,2.0,0,2510,0
149000.0,3.0,1.0,1700,1.0,0,1700,0
526000.0,3.0,1.75,1680,1.0,0,960,720
625000.0,3.0,2.5,2600,1.0,0,2600,0
950000.0,5.0,3.25,3400,2.0,0,3400,0
377691.0,5.0,1.75,2120,1.0,0,1320,800
648475.0,4.0,2.75,2250,1.0,0,1200,1050
383000.0,3.0,1.0,1800,1.0,0,1200,600
535000.0,3.0,2.5,2210,2.0,0,2210,0
449950.0,3.0,2.0,1560,2.0,0,1560,0
465425.0,4.0,2.75,2430,1.0,0,2430,0
675000.0,4.0,2.5,2560,2.0,0,2560,0
599000.0,3.0,2.75,1960,1.5,0,1410,550
416000.0,3.0,1.5,1110,1.0,0,1110,0
595000.0,2.0,1.5,1030,1.0,0,830,200
200000.0,4.0,1.0,1350,1.0,0,1350,0
402000.0,3.0,2.0,1540,2.0,0,1540,0
433000.0,4.0,1.75,1830,1.0,0,1010,820
275000.0,4.0,1.5,1930,2.0,0,1930,0
410000.0,3.0,2.0,1650,1.5,0,1650,0
554820.0,4.0,2.0,3510,1.0,2,2210,1300
1325000.0,4.0,3.0,3370,1.0,3,1860,1510
735000.0,3.0,2.5,2390,2.0,0,2390,0
607000.0,3.0,1.0,1230,1.0,0,1230,0
258000.0,3.0,1.75,1620,1.0,0,1310,310
661254.0,4.0,4.0,2290,1.5,0,1690,600
945000.0,4.0,2.0,2840,1.0,0,1420,1420
132500.0,3.0,1.0,1080,1.0,0,1080,0
467100.0,3.0,1.75,1620,1.0,0,1190,430
641000.0,3.0,1.75,1620,1.0,0,940,680
350000.0,3.0,1.0,1010,1.0,0,1010,0
335000.0,4.0,2.5,1750,1.0,0,1240,510
440000.0,4.0,2.5,2560,1.0,0,1280,1280
464600.0,3.0,1.75,1120,1.5,0,1120,0
300000.0,2.0,1.0,1340,1.0,2,1340,0
670500.0,4.0,2.0,1590,1.0,0,1590,0
552000.0,3.0,1.0,1430,1.0,0,1080,350
244000.0,4.0,1.0,1450,1.0,0,1450,0
788600.0,4.0,2.75,3500,2.0,0,3500,0
445000.0,3.0,2.0,1630,1.0,0,1630,0
530000.0,4.0,1.75,1814,1.0,0,944,870
90000.0,2.0,1.0,580,1.0,0,580,0
585000.0,3.0,2.0,1670,1.5,0,1670,0
498000.0,2.0,2.0,1140,1.0,0,1140,0
379000.0,2.0,1.0,800,1.0,2,800,0
462000.0,3.0,1.75,1300,1.0,0,820,480
388000.0,4.0,2.5,2440,2.0,0,2440,0
255000.0,3.0,2.0,1490,1.5,0,1490,0
665000.0,3.0,2.75,1800,1.0,0,1320,480
550000.0,3.0,2.0,1830,1.0,0,1830,0
606000.0,3.0,1.0,1500,1.0,0,1000,500
334000.0,4.0,2.5,2210,1.0,2,1410,800
360000.0,3.0,2.0,1270,3.0,0,1270,0
235000.0,2.0,1.0,1140,1.5,0,1010,130
580000.0,3.0,2.5,1620,3.0,4,1470,150
355000.0,3.0,2.0,1220,3.0,0,1220,0
375000.0,2.0,2.5,750,2.0,0,750,0
372000.0,4.0,1.75,1960,1.0,0,1340,620
479000.0,3.0,1.0,1370,1.5,0,1370,0
501000.0,2.0,1.0,1010,1.0,0,1010,0
245000.0,3.0,1.75,1260,1.0,0,1260,0
496700.0,3.0,2.5,1740,2.0,0,1740,0
347000.0,4.0,1.5,2670,2.0,0,2670,0
199000.0,2.0,1.0,720,1.0,0,720,0
440500.0,3.0,2.5,2460,2.0,0,2460,0
820000.0,4.0,2.5,3670,2.0,0,3670,0
325000.0,4.0,3.5,2630,1.5,3,1640,990
195000.0,3.0,1.75,1570,1.0,0,1570,0
675000.0,3.0,3.0,2980,1.0,0,1820,1160
295000.0,3.0,2.5,1560,2.0,0,1560,0
355300.0,3.0,2.5,1620,1.0,0,1620,0
276000.0,3.0,1.0,1140,1.0,0,1140,0
460000.0,2.0,1.5,2730,1.0,0,1570,1160
880000.0,3.0,2.0,2130,1.0,0,2130,0
370000.0,3.0,2.5,1780,2.0,0,1780,0
346000.0,4.0,2.5,2100,2.0,0,2100,0
172500.0,3.0,1.0,1140,1.0,0,1140,0
379950.0,3.0,1.5,1690,1.0,0,1140,550
468000.0,2.0,1.0,1160,1.0,0,860,300
477000.0,4.0,2.75,1720,2.0,0,1720,0
529000.0,3.0,1.0,1210,1.5,0,1210,0
312000.0,3.0,1.5,1255,3.0,0,1255,0
326100.0,2.0,1.0,880,1.0,0,880,0
360000.0,3.0,1.0,1050,1.5,0,1050,0
438000.0,3.0,1.75,1650,1.0,0,1650,0
360000.0,3.0,1.0,1570,1.0,0,1570,0
1050000.0,4.0,2.5,2920,1.0,3,1470,1450
688000.0,4.0,3.0,3000,1.5,3,1970,1030
585000.0,3.0,1.75,1850,1.0,0,1850,0
265000.0,3.0,2.5,1440,1.0,0,1000,440
375000.0,3.0,1.75,1440,1.0,0,1440,0
326500.0,3.0,1.0,1810,2.0,0,1810,0
160000.0,2.0,1.0,1180,1.0,0,1180,0
735000.0,5.0,2.75,3390,2.0,0,3390,0
400000.0,2.0,1.0,1470,1.0,0,1470,0
800000.0,4.0,2.5,2680,1.0,0,1380,1300
949880.0,4.0,2.25,2290,2.0,0,2290,0
405000.0,3.0,1.75,1980,1.0,0,1310,670
399000.0,4.0,2.5,2870,2.0,0,2540,330
730001.0,3.0,2.0,1840,1.0,0,1010,830
260000.0,3.0,2.0,1630,1.0,0,1630,0
751750.0,2.0,2.0,1880,1.5,0,1880,0
325000.0,3.0,1.75,1780,1.0,0,1780,0
344950.0,4.0,2.0,2330,1.0,0,1400,930
457500.0,3.0,1.75,1840,1.0,0,1050,790
389000.0,5.0,2.0,2330,1.0,0,1190,1140
515000.0,4.0,2.5,3200,2.0,0,3200,0
732000.0,3.0,2.5,2330,2.0,4,1410,920
415000.0,3.0,2.25,1950,1.0,0,1350,600
535000.0,2.0,1.0,1040,1.0,0,1040,0
525000.0,5.0,3.0,2750,1.5,0,1750,1000
570000.0,3.0,1.75,1930,1.0,0,1930,0
283200.0,4.0,2.5,1982,2.0,0,1982,0
1100000.0,3.0,2.75,2640,1.5,0,1750,890
495000.0,4.0,2.25,1940,1.0,0,1430,510
292050.0,5.0,3.0,2840,1.0,0,1710,1130
415000.0,5.0,1.5,1900,1.0,0,1130,770
295832.0,5.0,1.0,1410,1.0,0,960,450
450000.0,4.0,2.5,2520,2.0,0,2520,0
857000.0,4.0,3.0,3720,2.0,0,3720,0
499950.0,3.0,3.5,1820,2.0,0,1430,390
465000.0,3.0,2.0,1560,1.0,0,1560,0
329000.0,3.0,1.0,1600,1.0,0,1150,450
475000.0,3.0,2.0,1230,1.0,0,1230,0
255000.0,3.0,1.0,960,1.0,0,960,0
435000.0,3.0,1.0,1270,1.5,2,1270,0
685000.0,3.0,2.5,2810,2.0,0,2810,0
715000.0,2.0,2.5,2160,1.0,0,2160,0
780000.0,3.0,3.0,2520,1.5,0,1560,960
345000.0,2.0,1.5,1180,2.0,0,990,190
355000.0,4.0,2.25,1810,2.0,0,1810,0
282000.0,3.0,2.5,1680,1.0,0,1240,440
244000.0,3.0,1.0,910,1.0,0,910,0
967500.0,3.0,3.75,3250,2.0,2,2370,880
375000.0,3.0,1.5,2000,1.0,0,1520,480
994000.0,3.0,2.25,2510,1.5,2,1810,700
313000.0,3.0,1.75,1320,1.0,0,1320,0
304000.0,3.0,1.0,900,1.0,0,900,0
675000.0,3.0,2.5,2540,2.0,1,2540,0
305000.0,4.0,1.0,2100,1.0,0,1050,1050
280000.0,3.0,1.0,1200,1.0,0,920,280
960000.0,5.0,4.0,3720,2.0,0,3720,0
500000.0,3.0,2.25,1760,2.0,0,1760,0
274950.0,3.0,1.75,1670,1.0,0,1320,350
455600.0,3.0,2.5,2420,2.0,0,2420,0
970000.0,5.0,3.0,3480,2.0,0,3480,0
312900.0,4.0,2.5,1630,2.0,0,1630,0
535000.0,4.0,2.5,2340,2.0,0,2340,0
427000.0,2.0,1.0,920,1.0,0,920,0
405000.0,2.0,1.0,910,1.0,0,910,0
480000.0,3.0,1.0,1150,1.0,2,1150,0
725000.0,3.0,1.5,2500,1.5,2,1450,1050
268000.0,4.0,2.0,1930,1.0,0,1030,900
488000.0,3.0,2.5,1590,3.0,0,1590,0
760000.0,4.0,2.5,3330,2.0,0,3330,0
754950.0,3.0,2.5,2610,2.0,0,2610,0
263900.0,3.0,2.5,1658,2.0,0,1658,0
460000.0,3.0,3.5,1600,2.0,0,1240,360
399950.0,3.0,3.0,1296,3.0,0,1296,0
370000.0,2.0,2.25,1280,2.0,0,1080,200
450800.0,4.0,3.25,2510,2.0,0,2510,0
627000.0,3.0,3.5,2710,2.0,0,1650,1060
495000.0,3.0,2.5,1750,3.0,0,1750,0
310000.0,3.0,1.0,1430,1.5,0,1430,0
215000.0,2.0,1.0,1320,1.0,0,1320,0
630000.0,4.0,2.5,2740,2.0,0,2740,0
267000.0,3.0,2.5,2495,2.0,0,2495,0
365000.0,3.0,1.5,1300,1.0,0,1300,0
544500.0,4.0,2.5,2230,1.0,0,1450,780
599000.0,4.0,2.75,2020,1.0,0,1010,1010
815000.0,4.0,2.25,2000,2.0,0,2000,0
254000.0,2.0,1.0,1060,1.0,0,1060,0
740000.0,2.0,1.75,2080,1.0,0,1080,1000
225000.0,3.0,2.0,2030,1.0,0,1220,810
925000.0,3.0,2.5,2690,2.0,0,1840,850
1285000.0,4.0,2.5,3240,1.0,0,2260,980
537000.0,3.0,2.5,1550,2.0,0,1550,0
335000.0,4.0,2.0,1480,1.0,0,740,740
840000.0,4.0,2.75,3040,2.0,0,2100,940
224000.0,3.0,1.5,1560,1.0,0,1040,520
395000.0,3.0,2.5,2250,2.0,0,2250,0
450000.0,3.0,1.0,1100,1.0,0,1100,0
681000.0,3.0,1.0,1700,1.5,0,1700,0
898000.0,5.0,1.5,2680,1.0,0,1450,1230
370000.0,3.0,1.0,800,1.0,0,800,0
429000.0,2.0,1.75,1350,1.0,0,1350,0
150000.0,3.0,1.0,820,1.5,0,820,0
555000.0,3.0,2.5,3160,2.0,0,2650,510
326000.0,3.0,2.75,1720,1.0,0,1720,0
225000.0,3.0,2.5,1680,2.0,0,1680,0
245100.0,3.0,1.75,1300,1.0,0,1300,0
665000.0,3.0,2.5,2190,2.0,0,2190,0
535000.0,3.0,2.5,1720,2.0,0,1720,0
305000.0,3.0,1.0,1160,1.0,0,1160,0
215000.0,3.0,1.75,1210,1.0,0,1210,0
432500.0,3.0,1.75,1980,1.0,0,1270,710
655000.0,4.0,2.5,2990,2.0,0,2990,0
266200.0,3.0,1.5,1430,1.0,0,1430,0
244615.0,3.0,2.5,2060,2.0,0,2060,0
370000.0,4.0,2.5,3090,2.0,0,3090,0
1175000.0,3.0,2.5,1970,1.0,4,1100,870
189000.0,2.0,2.0,1700,1.0,0,850,850
820000.0,3.0,2.5,2510,2.0,2,2510,0
438750.0,3.0,1.75,1610,1.0,0,1610,0
1210000.0,4.0,2.75,3650,2.0,2,2530,1120
600000.0,4.0,2.0,2510,1.0,0,2510,0
589000.0,3.0,1.0,1110,1.5,0,1110,0
590000.0,3.0,2.0,1650,2.0,0,1650,0
479900.0,3.0,2.0,1980,1.0,0,1980,0
210000.0,2.0,1.5,880,2.0,0,880,0
745000.0,3.0,1.75,1490,1.0,0,1140,350
840500.0,3.0,2.0,2520,1.5,0,1410,1110
420000.0,3.0,1.75,1820,1.0,0,1250,570
840000.0,4.0,2.5,3420,2.0,0,3420,0
681716.0,4.0,2.5,3150,2.0,0,3150,0
600000.0,3.0,1.75,1580,1.0,0,1150,430
380000.0,3.0,2.0,1660,1.0,0,1660,0
168500.0,3.0,1.0,1100,1.0,0,1100,0
355000.0,2.0,1.0,1270,1.0,0,960,310
277000.0,4.0,1.0,1450,1.0,0,990,460
236000.0,4.0,2.25,1830,1.0,0,1200,630
270000.0,3.0,1.75,1300,1.0,0,650,650
700000.0,2.0,1.75,2320,1.5,2,1720,600
425000.0,4.0,2.75,1680,1.0,0,1080,600
635000.0,3.0,2.5,2300,1.5,0,2000,300
510250.0,3.0,1.75,1400,1.0,0,870,530
960000.0,4.0,2.25,2410,2.0,2,1800,610
254000.0,3.0,2.0,1480,1.0,0,1480,0
299000.0,3.0,1.0,1390,1.5,0,1390,0
175000.0,2.0,1.0,830,1.0,0,830,0
157500.0,2.0,1.0,740,1.0,0,740,0
580000.0,5.0,2.0,1940,1.0,0,970,970
124740.0,3.0,1.0,1340,1.0,0,1340,0
285000.0,2.0,1.0,800,1.0,0,800,0
242000.0,3.0,1.75,1310,1.0,0,1310,0
840000.0,4.0,1.75,2330,2.0,0,1300,1030
474800.0,2.0,3.25,1400,3.0,0,1400,0
490000.0,4.0,2.5,2360,2.0,0,2360,0
465000.0,3.0,2.25,1840,2.0,0,1840,0
515000.0,4.0,2.5,2680,2.0,0,2680,0
430000.0,3.0,3.75,3890,1.0,2,2390,1500
253400.0,3.0,2.0,1400,1.0,0,1400,0
355000.0,3.0,2.5,2400,1.0,0,2400,0
740000.0,4.0,2.25,2920,2.0,0,2920,0
186950.0,2.0,2.0,1390,2.0,0,1390,0
306000.0,3.0,2.5,1680,2.0,0,1680,0
510000.0,4.0,1.5,2040,1.0,0,1020,1020
345000.0,2.0,1.0,1080,1.0,0,1080,0
875000.0,3.0,2.75,2280,1.0,0,1280,1000
499950.0,4.0,2.5,2798,2.0,0,2798,0
739000.0,3.0,2.5,2810,2.0,0,2810,0
363000.0,4.0,2.5,3753,2.0,0,3336,417
782000.0,4.0,3.5,3910,2.0,0,3130,780
325000.0,2.0,2.5,1050,2.0,0,1050,0
485000.0,4.0,1.0,1600,1.5,0,1600,0
452000.0,4.0,2.25,2590,1.0,0,1340,1250
264950.0,4.0,2.25,1720,1.0,0,1120,600
267500.0,3.0,1.75,1590,1.0,2,1090,500
565000.0,4.0,2.5,2440,2.0,0,2440,0
535000.0,3.0,2.5,1360,3.0,0,1310,50
389000.0,2.0,1.0,910,1.0,0,910,0
400000.0,4.0,1.5,1390,1.0,0,1140,250
264000.0,3.0,1.5,1470,1.0,0,1470,0
690000.0,4.0,2.5,2920,2.0,0,2920,0
695000.0,3.0,2.5,2390,2.0,0,2390,0
246500.0,3.0,1.5,1270,1.0,0,1270,0
230000.0,2.0,1.0,950,1.0,0,950,0
820000.0,4.0,2.25,2280,1.5,2,1960,320
145000.0,3.0,1.0,1010,1.0,0,1010,0
436500.0,2.0,1.0,1260,1.0,0,1040,220
672000.0,3.0,2.5,2620,2.0,0,2620,0
680000.0,3.0,2.25,2330,1.5,2,1520,810
750500.0,5.0,3.0,2170,1.5,0,1450,720
550000.0,5.0,2.0,2450,1.0,0,1240,1210
266500.0,4.0,1.75,1880,1.0,0,1180,700
619000.0,4.0,2.0,2300,1.5,0,1550,750
405000.0,3.0,2.0,1240,1.0,0,1240,0
300000.0,2.0,1.0,820,1.0,0,820,0
231000.0,4.0,2.0,1530,2.0,0,1530,0
790000.0,5.0,3.25,2900,1.0,0,1890,1010
400000.0,4.0,2.75,1240,1.0,0,800,440
450000.0,4.0,2.0,2240,1.0,0,1120,1120
595000.0,3.0,2.0,1480,1.0,0,750,730
332000.0,3.0,2.25,2270,1.0,0,1380,890
155000.0,3.0,1.0,1250,1.0,0,1030,220
400000.0,5.0,2.0,1930,1.0,0,1020,910
349000.0,4.0,1.75,1700,1.0,0,1120,580
529000.0,3.0,1.0,1590,1.0,0,1590,0
405000.0,5.0,1.75,1880,1.0,0,960,920
635200.0,4.0,1.75,1640,1.0,0,920,720
540000.0,3.0,1.5,2600,1.0,0,1400,1200
402000.0,2.0,1.0,710,2.0,0,710,0
329932.0,3.0,1.5,1460,1.0,0,1100,360
300000.0,3.0,2.5,2080,2.0,0,2080,0
525000.0,5.0,2.5,2630,2.0,0,2630,0
602500.0,4.0,2.5,2760,2.0,0,2760,0
400000.0,4.0,2.0,1670,1.0,0,1670,0
445000.0,4.0,1.75,1990,1.5,0,1190,800
525000.0,3.0,3.0,2600,1.5,3,1890,710
395000.0,2.0,1.0,1320,1.5,0,1320,0
510000.0,3.0,1.5,2240,2.0,0,1370,870
723000.0,4.0,2.25,1960,1.0,0,1290,670
672500.0,4.0,2.75,2620,2.0,0,2620,0
860000.0,3.0,2.5,2770,2.0,0,2770,0
475300.0,3.0,1.0,2110,1.0,0,1110,1000
295000.0,4.0,2.5,2290,2.0,0,2290,0
250000.0,2.0,1.0,1110,1.0,0,1110,0
658000.0,4.0,2.75,3310,2.0,0,3310,0
83000.0,2.0,1.0,900,1.0,0,900,0
685000.0,3.0,1.75,1940,1.0,1,1440,500
210000.0,3.0,1.75,1590,2.0,0,1590,0
650880.0,3.0,2.5,2930,2.0,0,2930,0
350000.0,4.0,2.5,2040,2.0,0,2040,0
305000.0,2.0,2.25,1000,3.0,0,1000,0
645000.0,3.0,3.25,1730,2.0,2,1320,410
385000.0,3.0,1.0,1220,1.0,0,1220,0
860000.0,3.0,2.25,3060,2.0,0,3060,0
395000.0,4.0,2.5,2910,2.0,0,2910,0
260000.0,3.0,1.75,1050,1.0,0,1050,0
196440.0,3.0,2.0,1560,1.0,0,1560,0
425000.0,3.0,1.75,1680,1.0,2,840,840
369000.0,3.0,2.0,1550,1.0,0,1150,400
349900.0,3.0,2.5,2200,2.0,0,2200,0
650000.0,2.0,2.5,1740,2.0,2,1210,530
299950.0,3.0,1.0,1210,1.0,0,1210,0
625000.0,4.0,3.25,4240,2.0,3,3550,690
190000.0,3.0,2.25,1590,1.0,0,1090,500
659000.0,4.0,2.5,3190,1.0,0,2210,980
490000.0,3.0,1.75,1920,1.0,2,960,960
415000.0,2.0,1.75,1340,1.0,0,1340,0
750000.0,3.0,1.75,1700,1.0,0,1460,240
700000.0,4.0,2.5,2310,1.5,0,1490,820
425000.0,3.0,1.75,1510,1.0,0,1240,270
642000.0,3.0,2.5,2670,1.0,0,2670,0
655000.0,4.0,2.25,2060,1.0,0,1440,620
458000.0,5.0,2.5,3090,1.0,0,2990,100
330000.0,2.0,2.5,1240,2.0,0,1240,0
384950.0,3.0,2.5,1860,2.0,0,1860,0
560000.0,3.0,1.5,2000,1.0,0,2000,0
465000.0,4.0,2.25,1820,1.0,0,1340,480
425000.0,3.0,2.25,1820,1.0,0,1260,560
315000.0,3.0,2.0,1060,1.0,0,1060,0
530000.0,3.0,2.5,1950,2.0,0,1950,0
399000.0,2.0,1.0,940,1.0,0,940,0
168000.0,2.0,1.5,1220,1.5,0,1220,0
374000.0,3.0,1.0,1200,1.0,0,1200,0
740000.0,5.0,3.75,3990,2.0,0,3090,900
280000.0,2.0,1.0,1880,1.0,0,940,940
322000.0,4.0,2.5,2280,2.0,0,2280,0
459900.0,3.0,1.75,2580,1.0,0,1290,1290
750000.0,4.0,2.75,2600,1.0,0,1560,1040
1256500.0,4.0,2.5,3150,2.0,0,3150,0
427000.0,5.0,2.75,2220,1.0,0,1230,990
800000.0,2.0,2.25,1730,2.0,2,1730,0
735000.0,4.0,3.0,2840,1.5,0,2060,780
642000.0,4.0,2.5,2560,2.0,0,2560,0
240000.0,3.0,2.0,1330,1.0,0,630,700
645500.0,2.0,1.0,1890,1.5,0,1890,0
325000.0,3.0,1.75,2180,1.0,0,1090,1090
825500.0,3.0,2.5,2780,2.0,0,2780,0
499431.0,4.0,2.75,2620,2.0,0,2620,0
919204.0,4.0,3.5,3760,2.0,0,2860,900
545000.0,4.0,2.5,2720,2.0,0,2720,0
660000.0,3.0,2.25,2675,2.0,0,2675,0
538888.0,5.0,2.75,2080,2.0,0,2080,0
693000.0,3.0,2.5,2460,2.0,0,2460,0
289950.0,3.0,2.5,1960,2.0,0,1960,0
587000.0,4.0,2.5,2550,2.0,0,2550,0
615000.0,3.0,2.25,1760,3.0,0,1760,0
459000.0,3.0,1.75,1620,1.0,0,1090,530
243000.0,3.0,1.75,1790,1.0,0,1040,750
660000.0,4.0,1.75,2780,2.0,0,2780,0
250000.0,1.0,1.0,750,1.0,0,750,0
315000.0,3.0,1.0,960,1.0,0,960,0
404000.0,3.0,1.5,2030,1.0,0,1330,700
559900.0,3.0,2.75,2930,1.0,0,1860,1070
285000.0,2.0,2.5,1380,2.0,0,1140,240
500000.0,3.0,2.0,1720,1.0,2,960,760
380000.0,2.0,1.0,1210,1.0,0,1060,150
469000.0,3.0,1.0,950,1.5,0,950,0
405000.0,2.0,1.75,1710,2.0,0,1330,380
439900.0,2.0,2.0,1410,1.5,0,1410,0
525000.0,4.0,2.5,2910,2.0,2,2910,0
580000.0,4.0,2.5,2220,2.0,0,2220,0
1250000.0,5.0,3.25,3160,2.0,0,3160,0
275000.0,3.0,2.0,1380,1.0,0,1380,0
629000.0,3.0,2.0,1760,1.0,0,960,800
395000.0,1.0,1.0,730,1.0,0,730,0
965000.0,4.0,2.5,2460,2.0,0,1620,840
820000.0,3.0,1.75,2160,1.0,0,1390,770
661000.0,4.0,2.25,1990,1.5,2,1420,570
789000.0,3.0,3.0,3740,2.0,2,3740,0
668500.0,4.0,2.5,2710,2.0,0,2710,0
350000.0,3.0,2.5,2680,2.0,0,2680,0
250000.0,4.0,2.0,1850,1.0,0,1540,310
725995.0,4.0,2.5,3190,2.0,2,3190,0
1000000.0,3.0,2.5,2730,2.0,0,2730,0
686000.0,3.0,1.5,1840,2.0,0,1840,0
665000.0,4.0,2.5,2720,2.0,0,2720,0
653000.0,3.0,2.5,2290,2.0,0,2290,0
430000.0,2.0,1.0,990,1.0,0,990,0
305000.0,2.0,1.5,1140,2.0,0,1140,0
809000.0,4.0,1.5,1840,2.0,0,1840,0
440150.0,2.0,1.0,1110,1.0,0,1000,110
615000.0,4.0,2.5,2150,2.0,0,2150,0
1035000.0,3.0,2.5,2230,2.0,0,2230,0
455000.0,2.0,1.0,1170,1.0,0,970,200
635000.0,3.0,2.5,1960,1.0,0,980,980
675000.0,3.0,2.25,2610,2.0,0,2610,0
316000.0,3.0,2.25,2130,1.0,0,1570,560
955000.0,3.0,2.25,3020,2.0,0,2720,300
985000.0,3.0,1.75,1670,2.0,0,1670,0
465500.0,3.0,1.75,1890,1.0,0,1290,600
305000.0,3.0,1.0,950,1.0,0,950,0
645000.0,4.0,2.5,2430,1.0,0,1670,760
730000.0,4.0,2.0,2360,1.0,0,1260,1100
366000.0,3.0,1.75,1510,1.0,0,1510,0
290000.0,3.0,2.5,2080,2.0,0,2080,0
472500.0,3.0,2.0,1750,1.0,0,1490,260
550000.0,3.0,2.0,1810,1.5,0,1810,0
410000.0,4.0,1.75,1790,1.0,0,1490,300
440000.0,4.0,2.75,2340,1.0,0,1720,620
535000.0,3.0,2.5,1690,2.0,0,1690,0
300000.0,4.0,2.5,2070,2.0,0,2070,0
432500.0,3.0,2.5,2240,2.0,0,2240,0
492000.0,3.0,1.75,2770,1.0,0,1580,1190
199950.0,3.0,1.0,1010,1.0,0,1010,0
439800.0,3.0,1.5,1120,1.0,0,1120,0
320000.0,5.0,2.5,3020,1.0,0,1510,1510
345000.0,3.0,1.75,1990,1.0,1,1320,670
274950.0,3.0,1.0,1450,1.0,0,1050,400
270000.0,4.0,2.5,1920,2.0,0,1920,0
342000.0,2.0,2.5,1175,2.0,0,740,435
327000.0,3.0,1.5,1320,1.0,0,1320,0
455000.0,2.0,1.0,1140,1.0,0,850,290
540000.0,4.0,1.75,1720,1.5,0,1460,260
411000.0,4.0,2.75,2150,1.0,0,1240,910
544000.0,3.0,1.5,1790,1.5,1,1790,0
802000.0,2.0,2.5,2210,1.0,0,2210,0
568500.0,3.0,2.75,2180,1.0,0,1310,870
391000.0,3.0,2.25,1410,2.0,0,1290,120
298000.0,3.0,2.5,1950,2.0,0,1950,0
400000.0,3.0,2.5,1495,3.0,0,1405,90
425000.0,3.0,2.25,1660,1.0,0,1110,550
328500.0,3.0,2.5,1950,2.0,0,1950,0
650000.0,5.0,2.75,2550,1.5,0,2550,0
850000.0,3.0,1.75,1370,1.0,0,770,600
930000.0,4.0,2.5,2200,2.0,0,1430,770
